,year of founding,Internet Activity Score,Focus functions of company,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Amount,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Renown score,Market Research,Marketing,Analytics,Software Development,Mobile,Enterprise Software,Media,Cloud Computing,Network / Hosting / Infrastructure,Social Networking,Retail,Entertainment,Healthcare,Energy,Search,Food & Beverages,Music,Publishing,Gaming,Email,Career / Job Search
374,2008,0.0,analytics,,,No,7/31/2008,1025000.0,United States,0,0,1,0,1,No,0,medium,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,marketing,Yes,No,Tier_1,500,Medium,0,0,0,High,0,None,14,Low,Low,Yes,No,Medium,,No,No,No,No,No,No,Low,15735768,No,No,,4.0,High,0,,1,Yes,24,20,Trigger,5 to 10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,,60.0,curated web,,,No,,6700000.0,United States,0,0,0,0,4,No,0,Nothing,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Cloud,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Masters,business,Yes,No,Tier_1,500,Medium,0,0,0,High,0,None,17,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,Low,555837,No,No,,4.0,High,2,,6.7,,12,20,Peak,2 to 5,,,,,,,,,,,,,,,,,,,,,,
376,,-182.0,social,,,No,,2000000.0,Israel,1,0,1,0,1,No,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Low,,,,Yes,None,207,None,0,0,0,None,0,None,0,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,96532,No,No,,3.0,Medium,2,,2,Yes,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2007,0.0,operation,,,No,8/1/2007,3500000.0,Israel,0,1,2,0,2,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,none,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Medium,,,Yes,No,None,500,Medium,0,0,0,None,0,None,19,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,,No,No,,3.0,Medium,3,,1,No,2,,Plateau,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,2010,61.0,operation,0.0,-100.0,No,2/2/2010,2700000.0,United States,12,0,0,0,1,No,1,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,none,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,High,High,No,Medium,Bachelors,aerospace,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,20,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,1167795,No,No,,2.0,Low,0,,2.7,Not Applicable,10,20,Plateau,0 to 2,,,,,,,,,,,,,,,,,,,,,,
379,2005,1.0,operation,33.0,10.0,No,1/1/2005,15000000.0,United States,0,2,3,0,2,No,2,Nothing,No,Medium,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,No,Low,Bachelors,law,Yes,No,Tier_2,500,Medium,0,0,0,None,0,None,23,Medium,Medium,Yes,No,Low,Very Good,No,No,No,No,No,No,,525906,No,No,,3.0,High,4,,15,Yes,1,12,Plateau,2 to 5,7,,,,,,,,,,,,,,,,,,,,,
380,2011,113.0,operation,26.0,-4.0,yes,2/22/2011,14000000.0,United States,0,0,3,0,3,No,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,High,Yes,Medium,,,,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Medium,Yes,No,Low,,No,No,No,No,No,No,,644516,No,Yes,,3.0,Medium,3,,1,Not Applicable,1,12,Peak,2 to 5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,2011,119.0,operation,21.0,5.0,yes,1/1/2011,6500000.0,United States,12,0,4,0,3,No,3,Nothing,No,Small,No,No,No,No,Product,No,no,No,no,No,Platform,local,Linear,Yes,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,None,High,No,Low,,no,No,No,None,500,Medium,0,0,0,None,0,None,21,Medium,High,Yes,No,Low,Average,No,No,No,No,No,No,,480111,No,No,,4.0,High,0,,6.5,Not Applicable,1,12,Peak,2 to 5,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
382,2010,169.0,operation,28.0,4.0,yes,10/1/2010,2200000.0,United States,0,0,4,0,4,No,2,Nothing,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,no,No,none,local,Linear,Yes,None,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Bachelors,nursing,No,No,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,High,Yes,No,Low,,No,No,No,No,No,No,Low,899614,No,Yes,,4.0,High,0,,2.2,Not Applicable,24,12,Peak,2 to 5,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,2010,516.0,operation,71.0,4.0,yes,11/1/2010,8000000.0,United States,6,0,6,7,6,No,2,Nothing,Yes,Large,Yes,No,No,Yes,Product,No,no,No,no,No,Platform,global,Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Masters,business,Yes,No,Tier_1,500,Medium,1,0,0,None,0,None,0,Medium,High,Yes,No,Medium,Very Good,No,No,No,No,No,No,High,69882,Yes,Yes,,4.0,High,0,,8,Not Applicable,12,12,Trough,2 to 5,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
384,2011,329.0,analytics,46.0,5.0,No,10/1/2011,8000000.0,United States,2,0,3,3,10,No,2,Nothing,Yes,Large,Yes,Yes,No,Yes,Product,No,Both,Yes,Both,No,Platform,local,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Masters,business,Yes,Yes,Tier_1,500,Medium,1,1,1,None,0,None,25,Medium,High,Yes,No,Low,,No,No,No,No,No,No,Medium,619877,No,Yes,,4.0,High,0,,18,Not Applicable,12,12,Plateau,2 to 5,8,,,,,,,,,,,,,,,,,,,,,
385,,81.0,analytics,88.0,14.0,yes,,7000000.0,United States,0,0,1,2,1,No,0,Nothing,Yes,Medium,Yes,Yes,No,Yes,Service,No,no,Yes,Both,No,Platform,local,Linear,Yes,None,No,No,No,Yes,No,Yes,No,No,No,No,Offline,B2C,Low,High,Yes,Low,Masters,business,Yes,Yes,Tier_2,500,Medium,0,0,0,None,0,None,25,Medium,High,No,No,Low,,No,No,No,No,No,No,,2083910,No,Yes,,4.0,High,0,,7,,,,Peak,2 to 5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2006,263.0,analytics,139.0,2.0,No,12/10/2006,30000000.0,United States,0,0,4,2,10,No,0,low,No,Small,Yes,Yes,No,No,Service,No,Both,No,Both,No,Platform,local,Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Masters,business,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,25,Low,High,No,No,Low,Good,No,No,No,Yes,No,No,,253992,No,No,,4.0,High,0,,30,Yes,40,40,Peak,2 to 5,3,,,,,,,,,,,,,,,,,,,,,
387,2010,367.0,analytics,26.0,4.0,yes,4/1/2010,11000000.0,United States,0,0,2,0,4,No,0,low,No,Medium,No,No,No,No,Service,No,Both,No,Both,No,Platform,global,Non-Linear,No,None,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,Yes,Medium,Masters,economics,Yes,Yes,Tier_1,500,None,0,0,0,None,2,None,18,Medium,High,No,No,Low,,No,No,No,No,No,No,Medium,37120,Yes,Yes,,4.0,High,0,,11,Not Applicable,12,12,Trough,2 to 5,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,2009,357.0,management,39.0,3.0,No,12/1/2009,11000000.0,United States,0,0,2,2,4,No,0,medium,Yes,Large,No,No,No,Yes,Product,No,Both,No,Both,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,cs,Yes,No,Tier_2,500,None,0,0,0,None,0,None,21,High,High,No,No,Medium,,No,No,No,No,No,No,,161711,No,No,,4.0,High,1,,11,Not Applicable,18,12,Trough,2 to 5,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,,75.0,analytics,63.0,5.0,yes,,2250000.0,United States,0,0,1,1,2,No,0,low,Yes,Small,Yes,Yes,No,No,Product,No,no,No,Both,No,Platform,local,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,business,Yes,Yes,Tier_1,500,Medium,1,1,0,None,2,None,25,Medium,High,No,No,Medium,Good,No,No,No,No,No,No,,1718511,No,Yes,,4.0,High,1,,2,,,,Peak,2 to 5,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,,241.0,analytics,,,yes,,5200000.0,United States,1,0,2,2,4,No,1,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,Yes,Platform,local,Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,High,Yes,Low,Masters,engg,Yes,Yes,None,500,Medium,0,0,0,None,1,None,25,High,High,Yes,Yes,Low,,No,No,No,No,No,No,,848616,Yes,Yes,,4.0,High,1,,5.2,,,,Peak,2 to 5,5,,,,,,,,,,,,,,,,,,,,,
391,2008,-19.0,analytics,18.0,6.0,No,1/1/2008,3000000.0,United States,0,1,2,1,4,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,No,Low,Bachelors,engg,Yes,Yes,Tier_2,500,None,0,0,0,None,0,None,13,High,High,Yes,Yes,Low,,No,No,No,No,No,No,,,Yes,Yes,,4.0,High,0,,4.7,Yes,24,12,Trigger,5 to 10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,2011,-37.0,operation,0.0,,,4/1/2011,,United States,0,0,3,0,3,No,0,,No,Small,Yes,No,No,Yes,Service,No,no,No,Both,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,2010,-62.0,,2.0,0.0,,5/20/2010,200000.0,,1,0,1,0,2,No,0,,No,Small,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,,,security,,,,,,,0,0,0,1,1,No,0,,No,Small,No,No,No,Yes,Service,No,no,No,no,No,,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2006,0.0,advertising,,,,3/23/2006,,United States,0,0,1,0,1,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,2009,-4.0,advertising,,,,10/4/2009,,United States,0,0,2,1,2,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,2008,16.0,advertising,,,,2/1/2008,1000000.0,United States,6,0,2,1,2,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
398,2013,22.0,marketing,,,,4/16/2013,100000.0,Canada,1,0,2,0,3,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
399,2007,0.0,marketing,,,,2/1/2007,500000.0,United States,1,0,1,0,2,No,0,,Yes,Large,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,,-8.0,advertising,,,,,10250000.0,United States,0,0,3,0,3,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,Yes,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,2,0,0,0,2,No,0,,No,Large,No,No,No,Yes,,No,no,No,no,No,,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2009,-69.0,,1.0,0.0,,4/4/2009,1000000.0,United States,1,0,1,0,2,No,0,,No,Small,Yes,Yes,No,Yes,,No,no,No,no,No,,,Non-Linear,No,,No,No,No,No,No,,No,No,No,Yes,,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,2005,46.0,search,,,,4/7/2005,4250000.0,United States,0,0,2,3,3,No,3,,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Linear,Yes,,No,No,No,No,No,,No,No,No,No,Offline,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,1,0,0,0,3,No,0,,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
405,,,social network,,,,,,,0,0,3,0,3,No,0,,No,Small,Yes,Yes,No,Yes,,No,no,No,no,No,Platform,local,Linear,Yes,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,ecommerce,,,,,,,0,0,1,0,1,No,0,medium,No,Small,Yes,No,No,,,No,no,No,no,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,1,0,1,0,1,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,0,1,1,0,1,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,-7.0,entertainment,16.0,0.0,,,77000000.0,United States,0,2,1,0,1,No,0,,No,Large,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local  ,Linear,Yes,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
410,2008,-12.0,,1.0,0.0,,1/1/2008,175000.0,United States,0,4,1,0,1,No,0,,No,Small,Yes,Yes,No,,Service,No,no,No,no,No,Platform,local,Linear,Yes,,No,No,No,No,No,,No,No,No,No,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
411,,-58.0,,4.0,,,,4500000.0,United States,0,1,3,1,4,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Linear,Yes,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,0,0,2,0,2,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,Yes,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,enterprise,,,,,,,1,0,1,0,1,No,0,,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2011,-4.0,billing,0.0,,,8/1/2011,,United States,0,0,2,0,1,No,0,,No,Small,Yes,No,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,2008,-53.0,Server Design,92.0,-4.0,,1/1/2008,55000000.0,United States,,,3,0,9,,,low,No,,Yes,Yes,No,No,Both,No,Both,,,No,Both,Local,Non-Linear,,,No,No,No,No,No,No,Yes,No,,No,Both,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
416,2007,-283.0,,17.0,-11.0,,7/1/2007,25000000.0,United States,,,0,0,5,,,low,,,,,,,Both,,Private,No,Structured,No,Cloud,Local,Non-Linear,,,No,No,No,No,No,No,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,2003,-16.0,,3.0,0.0,,1/1/2003,5000000.0,United States,,,1,10,7,,,low,No,,No,No,No,No,Product,Yes,,,,Yes,Platform,,,,,No,No,No,No,No,No,No,No,,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
418,2005,-369.0,,18.0,-5.0,No,3/1/2005,4000000.0,United States,,,0,0,6,,,low,,,,,,,Product,,Public,No,Structured,,Cloud,Global,Non-Linear,,,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,2007,0.0,,6.0,0.0,No,1/1/2007,20000000.0,United States,,,1,0,4,,,,,,,,,,Product,,,,,,Platform,,Non-Linear,,,,,,,,,,,,,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,1997,224.0,,128.0,1.0,Yes,6/1/1997,2000000.0,United States,,,0,0,4,,,low,,,,,,,Both,,,,,,,,Non-Linear,,,No,No,No,No,No,No,No,No,,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
421,2006,-91.0,"sales, marketing and customer service",2.0,0.0,No,9/1/2006,7000000.0,United States,,,0,0,4,,,low,,,,,,,Service,Yes,Both,Yes,Both,Yes,,Local,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2C,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,,,Sales & Marketing,,,No,,,,,,2,0,3,,,low,No,,Yes,Yes,No,Yes,Both,Yes,Private,No,Both,,Platform,Local,Non-Linear,,,No,No,,Yes,No,No,No,No,No,No,Online,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,1.0,,1.0,0.0,,,6000000.0,United States,,,2,0,6,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,-3.0,,,,,,6600000.0,United States,,,0,0,1,,,,,,,,,,,,,,,,Platform,,,,,,,,,,,,,,,,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
